name,category,source_layer,source_head,n,logit_rel_percent_median,logit_rel_percent_p95,logit_rel_percent_max,kl_median,abs_target_logit_delta_median,top1_preservation_rate,top1_change_rate
head_L01H08_program,head_exact,1,8,64,0.18431860953569412,0.35475167562253773,0.5352751351892948,2.471712105034385e-05,0.0078125,1.0,0.0
head_L01H08_qk_off,head_intervention,1,8,64,1.9260331988334656,3.975235521793364,4.891014471650124,0.0013013924472033978,0.0546875,0.984375,0.015625
head_L01H08_vo_off,head_intervention,1,8,64,5.296974629163742,12.213409543037402,25.44420063495636,0.01027044840157032,0.140625,0.9375,0.0625
head_L01H09_native_control,head_exact,1,9,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L01H09_program,head_exact,1,9,64,0.19677523523569107,0.3529272275045513,0.48964302986860275,2.2826847271062434e-05,0.00390625,1.0,0.0
head_L01H09_qk_off,head_intervention,1,9,64,5.129819363355637,8.08407712727785,15.140730142593384,0.009844331070780754,0.15625,0.875,0.125
head_L01H09_vo_off,head_intervention,1,9,64,6.566276401281357,17.507091462612127,30.624115467071533,0.020838160067796707,0.2421875,0.953125,0.046875
head_L01H10_native_control,head_exact,1,10,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L01H10_program,head_exact,1,10,64,0.19577306229621172,0.3040244965814054,0.4334485623985529,2.0941512048011646e-05,0.00390625,1.0,0.0
head_L01H10_qk_off,head_intervention,1,10,64,1.6633953899145126,4.035323858261107,7.400336861610413,0.0012040123110637069,0.0625,0.984375,0.015625
head_L01H10_vo_off,head_intervention,1,10,64,6.064487993717194,18.19326721131801,37.52247393131256,0.017624111846089363,0.21875,0.890625,0.109375
head_L01H11_native_control,head_exact,1,11,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L01H11_program,head_exact,1,11,64,0.20941267721354961,0.3554252372123301,0.578909507021308,1.9209353922633454e-05,0.0,1.0,0.0
head_L01H11_qk_off,head_intervention,1,11,64,2.3406459018588066,5.908244028687474,9.789440035820007,0.002542962785810232,0.0625,0.984375,0.015625
head_L01H11_vo_off,head_intervention,1,11,64,6.520161032676697,15.377441123127927,25.159698724746704,0.017729757353663445,0.1640625,0.890625,0.109375
head_L01H12_native_control,head_exact,1,12,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L01H12_program,head_exact,1,12,64,0.18863034201785922,0.3181330452207476,0.43803066946566105,2.5167577405227348e-05,0.0,1.0,0.0
head_L01H12_qk_off,head_intervention,1,12,64,1.3713561929762363,2.999171605333685,4.992976412177086,0.0007089893333613873,0.04296875,0.953125,0.046875
head_L01H12_vo_off,head_intervention,1,12,64,6.457994133234024,11.1058821901679,28.900060057640076,0.016203848645091057,0.140625,0.90625,0.09375
head_L01H13_native_control,head_exact,1,13,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L01H13_program,head_exact,1,13,64,0.2026133006438613,0.39703717455267906,0.49150288105010986,2.3105310901883058e-05,0.00390625,1.0,0.0
head_L01H13_qk_off,head_intervention,1,13,64,0.7975722663104534,2.298960061743854,5.165604129433632,0.00025035839644260705,0.015625,0.96875,0.03125
head_L01H13_vo_off,head_intervention,1,13,64,6.1981528997421265,13.447075113654133,37.5237911939621,0.020929645746946335,0.171875,0.90625,0.09375
head_L02H00_native_control,head_exact,2,0,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H00_program,head_exact,2,0,64,0.18563367193564773,0.30396871152333915,0.4559613764286041,2.2375570551957935e-05,0.0,1.0,0.0
head_L02H00_qk_off,head_intervention,2,0,64,3.2577961683273315,7.870214171707624,13.0157470703125,0.003361731767654419,0.078125,0.9375,0.0625
head_L02H00_vo_off,head_intervention,2,0,64,4.479243978857994,11.079245954751967,13.7929767370224,0.007822662591934204,0.15625,0.890625,0.109375
head_L02H01_native_control,head_exact,2,1,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H01_program,head_exact,2,1,64,0.17338601173833013,0.31471954658627505,0.36254674196243286,2.336115539947059e-05,0.00390625,1.0,0.0
head_L02H01_qk_off,head_intervention,2,1,64,1.7478620633482933,3.5730614885687793,6.203196942806244,0.0011709484970197082,0.046875,0.984375,0.015625
head_L02H01_vo_off,head_intervention,2,1,64,3.738272562623024,9.280339218676087,15.256109833717346,0.006433907896280289,0.140625,0.9375,0.0625
head_L02H02_native_control,head_exact,2,2,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H02_program,head_exact,2,2,64,0.17576206009835005,0.34139794413931646,0.48681581392884254,1.946236807270907e-05,0.0,1.0,0.0
head_L02H02_qk_off,head_intervention,2,2,64,1.2824692763388157,3.958091810345649,5.88419996201992,0.000802663154900074,0.0390625,0.953125,0.046875
head_L02H02_vo_off,head_intervention,2,2,64,2.2443540394306183,6.816451549530027,8.48539024591446,0.002628939924761653,0.0625,0.953125,0.046875
head_L02H03_native_control,head_exact,2,3,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H03_program,head_exact,2,3,64,0.17452500760555267,0.30378959840163583,0.3129288088530302,1.8768607333186083e-05,0.0,1.0,0.0
head_L02H03_qk_off,head_intervention,2,3,64,2.407216839492321,6.774695664644241,7.555852830410004,0.0024682069197297096,0.08984375,0.921875,0.078125
head_L02H03_vo_off,head_intervention,2,3,64,3.502000868320465,9.238533079624174,13.835863769054413,0.0065866620279848576,0.125,0.890625,0.109375
head_L02H04_native_control,head_exact,2,4,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H04_program,head_exact,2,4,64,0.18522122409194708,0.3118586412165313,0.41100536473095417,1.731139127514325e-05,0.0,1.0,0.0
head_L02H04_qk_off,head_intervention,2,4,64,1.86264980584383,5.082500781863925,6.5185680985450745,0.0012409858172759414,0.0625,0.96875,0.03125
head_L02H04_vo_off,head_intervention,2,4,64,3.276241198182106,8.480713218450543,12.037526816129684,0.004070090129971504,0.09375,0.921875,0.078125
head_L02H05_native_control,head_exact,2,5,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H05_program,head_exact,2,5,64,0.1749664661474526,0.2881393232382834,0.37764585576951504,2.019235398620367e-05,0.00390625,1.0,0.0
head_L02H05_qk_off,head_intervention,2,5,64,2.104627899825573,30.838951319456083,39.876097440719604,0.002106655156239867,0.046875,0.96875,0.03125
head_L02H05_vo_off,head_intervention,2,5,64,5.09943962097168,81.19869202375409,112.55345344543457,0.016429072245955467,0.21875,0.6875,0.3125
head_L02H06_native_control,head_exact,2,6,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H06_program,head_exact,2,6,64,0.16710711643099785,0.3377069905400275,0.41842120699584484,1.692198566161096e-05,0.0,1.0,0.0
head_L02H06_qk_off,head_intervention,2,6,64,2.8173325583338737,5.991058684885502,13.103200495243073,0.0027710848953574896,0.078125,0.90625,0.09375
head_L02H06_vo_off,head_intervention,2,6,64,4.23005037009716,12.505514472722991,19.273757934570312,0.007128431461751461,0.140625,0.859375,0.140625
head_L02H07_native_control,head_exact,2,7,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H07_program,head_exact,2,7,64,0.17044623382389545,0.3008587518706917,0.5032571032643318,1.7128173567471094e-05,0.0,1.0,0.0
head_L02H07_qk_off,head_intervention,2,7,64,2.346201613545418,7.757609114050861,21.614274382591248,0.0025339843705296516,0.0625,0.921875,0.078125
head_L02H07_vo_off,head_intervention,2,7,64,2.722240798175335,13.005274944007377,34.6212238073349,0.002762416610494256,0.0625,0.921875,0.078125
head_L02H08_native_control,head_exact,2,8,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H08_program,head_exact,2,8,64,0.17123169964179397,0.3007806977257132,0.3954576328396797,2.1110974557814188e-05,0.0,1.0,0.0
head_L02H08_qk_off,head_intervention,2,8,64,3.7038762122392654,7.9020219668745995,22.433754801750183,0.005314885638654232,0.09375,0.921875,0.078125
head_L02H08_vo_off,head_intervention,2,8,64,5.584640800952911,12.730193920433518,27.421846985816956,0.013119230046868324,0.171875,0.90625,0.09375
head_L02H09_native_control,head_exact,2,9,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H09_program,head_exact,2,9,64,0.18399369437247515,0.3662739868741481,0.470470916479826,1.4904612726240885e-05,0.0,1.0,0.0
head_L02H09_qk_off,head_intervention,2,9,64,6.720023602247238,15.275386348366737,46.49004936218262,0.023525038734078407,0.140625,0.875,0.125
head_L02H09_vo_off,head_intervention,2,9,64,4.6539489179849625,15.218472555279732,44.60800588130951,0.007955486886203289,0.09375,0.875,0.125
head_L02H10_native_control,head_exact,2,10,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H10_program,head_exact,2,10,64,0.18451774958521128,0.3181226667948066,0.3787973430007696,1.8521419406170025e-05,0.0,1.0,0.0
head_L02H10_qk_off,head_intervention,2,10,64,1.59807950258255,4.8958496376872,12.598052620887756,0.0010368741350248456,0.046875,0.96875,0.03125
head_L02H10_vo_off,head_intervention,2,10,64,1.6114629805088043,5.747951008379457,11.588708311319351,0.0007155447383411229,0.046875,0.984375,0.015625
head_L02H11_native_control,head_exact,2,11,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H11_program,head_exact,2,11,64,0.18157032318413258,0.3409791400190441,0.45468583703041077,2.385207699262537e-05,0.00390625,1.0,0.0
head_L02H11_qk_off,head_intervention,2,11,64,2.4626003578305244,7.5812130793929065,13.245947659015656,0.0022520653437823057,0.0625,0.90625,0.09375
head_L02H11_vo_off,head_intervention,2,11,64,2.5252889841794968,9.271137975156305,17.095275223255157,0.0036376153584569693,0.109375,0.9375,0.0625
head_L02H12_native_control,head_exact,2,12,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H12_program,head_exact,2,12,64,0.16797095304355025,0.3406974847894162,0.39383377879858017,1.944033647305332e-05,0.0,1.0,0.0
head_L02H12_qk_off,head_intervention,2,12,64,1.7859702929854393,4.695693515241146,8.318250626325607,0.0009394189110025764,0.03125,0.984375,0.015625
head_L02H12_vo_off,head_intervention,2,12,64,2.2163579240441322,7.247542589902873,10.253360867500305,0.001532797235995531,0.046875,0.96875,0.03125
head_L02H13_native_control,head_exact,2,13,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L02H13_program,head_exact,2,13,64,0.1926661585457623,0.3397426335141062,0.6753796711564064,1.6977348423097283e-05,0.0,1.0,0.0
head_L02H13_qk_off,head_intervention,2,13,64,2.208058722317219,4.6577204018831235,11.981306225061417,0.002176521113142371,0.0625,0.921875,0.078125
head_L02H13_vo_off,head_intervention,2,13,64,1.7459265887737274,6.083686985075469,15.021714568138123,0.001232973299920559,0.046875,0.921875,0.078125
head_L03H00_native_control,head_exact,3,0,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L03H00_program,head_exact,3,0,64,0.17463334370404482,0.29808080871589476,0.37964407820254564,2.035177021753043e-05,0.0,1.0,0.0
head_L03H00_qk_off,head_intervention,3,0,64,7.450347393751144,13.429967239499085,21.889664232730865,0.028251295909285545,0.2421875,0.828125,0.171875
head_L03H00_vo_off,head_intervention,3,0,64,0.7033705711364746,1.4615594875067457,2.0271101966500282,0.00023939103994052857,0.015625,0.984375,0.015625
head_L03H01_native_control,head_exact,3,1,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L03H01_program,head_exact,3,1,64,0.1845936756581068,0.3093537699896842,0.36084663588553667,1.5955458366079256e-05,0.0,1.0,0.0
head_L03H01_qk_off,head_intervention,3,1,64,1.64607223123312,3.9070074260234824,4.784730076789856,0.0013456211891025305,0.046875,0.9375,0.0625
head_L03H01_vo_off,head_intervention,3,1,64,2.807607315480709,10.258798971772183,13.675403594970703,0.004532298538833857,0.078125,0.9375,0.0625
head_L03H02_native_control,head_exact,3,2,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L03H02_program,head_exact,3,2,64,0.15765302814543247,0.2824223670177161,0.42631542310118675,1.915651409944985e-05,0.00390625,1.0,0.0
head_L03H02_qk_off,head_intervention,3,2,64,3.272336721420288,10.213044136762603,13.191986083984375,0.006166964303702116,0.109375,0.9375,0.0625
head_L03H02_vo_off,head_intervention,3,2,64,1.091858372092247,2.8883783798664795,3.9549674838781357,0.0005837277276441455,0.03125,0.953125,0.046875
head_L03H03_native_control,head_exact,3,3,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L03H03_program,head_exact,3,3,64,0.18262729281559587,0.32957696239463985,0.5279118195176125,2.1719830328947864e-05,0.0,1.0,0.0
head_L03H03_qk_off,head_intervention,3,3,64,6.369461119174957,14.57886457443237,15.937390923500061,0.015339503064751625,0.21875,0.8125,0.1875
head_L03H03_vo_off,head_intervention,3,3,64,0.8112724870443344,2.0446249935775995,2.669786475598812,0.0004421173653099686,0.03125,0.984375,0.015625
head_L03H04_native_control,head_exact,3,4,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L03H04_program,head_exact,3,4,64,0.16163146356120706,0.2974779461510479,0.5583178251981735,1.8762195395538583e-05,0.0,1.0,0.0
head_L03H04_qk_off,head_intervention,3,4,64,14.467345178127289,22.493879348039624,41.04292094707489,0.07967879623174667,0.53125,0.71875,0.28125
head_L03H04_vo_off,head_intervention,3,4,64,0.7475598715245724,4.867695737630124,7.291281223297119,0.00023710723326075822,0.015625,0.984375,0.015625
head_L03H05_native_control,head_exact,3,5,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L03H05_program,head_exact,3,5,64,0.1609081751666963,0.3085543052293359,0.39119357243180275,1.738113678584341e-05,0.0,1.0,0.0
head_L03H05_qk_off,head_intervention,3,5,64,5.268552899360657,11.943686753511425,13.77328634262085,0.0153112867847085,0.1953125,0.828125,0.171875
head_L03H05_vo_off,head_intervention,3,5,64,0.7761995308101177,1.331204525195062,1.8166419118642807,0.00025853546685539186,0.0234375,0.96875,0.03125
head_L03H06_native_control,head_exact,3,6,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L03H06_program,head_exact,3,6,64,0.17070206813514233,0.3007246169727295,0.4059470258653164,1.4506280422210693e-05,0.0,1.0,0.0
head_L03H06_qk_off,head_intervention,3,6,64,2.76087187230587,7.604303173720833,11.398141086101532,0.0032028479035943747,0.078125,0.953125,0.046875
head_L03H06_vo_off,head_intervention,3,6,64,1.153085846453905,2.7549981232732526,4.847707226872444,0.0006287256255745888,0.03125,0.96875,0.03125
head_L03H07_native_control,head_exact,3,7,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
head_L03H07_program,head_exact,3,7,64,0.1724849222227931,0.33226194791495794,0.36997213028371334,1.6969434000202455e-05,0.0,1.0,0.0
head_L03H07_qk_off,head_intervention,3,7,64,2.7263443917036057,7.170548886060713,14.046396315097809,0.003637650515884161,0.078125,0.9375,0.0625
head_L03H07_vo_off,head_intervention,3,7,64,2.0003534853458405,4.569515474140643,15.042908489704132,0.002211113227531314,0.0390625,0.953125,0.046875
head_L03H08_native_control,head_exact,3,8,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0
